Job_ID,Title,genre,Arbetsgivare,Yrke,Beskrivning,Ort
24450544,Psykiatrisjuksköterska med teamledaruppdrag,Sjuksköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Sjuksköterska, psykiatrisk vård",Psykiatrisjuksköterska med teamledaruppdrag,"Region Jämtland Härjedalen, Område Psykiatri"
24445034,Sjuksköterska till Medicinenheten,Sjuksköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Sjuksköterska, grundutbildad",Sjuksköterska till Medicinenheten,"Region Jämtland Härjedalen, Medicin"
24443327,Sjuksköterska välkomnas till neonatalavdelningen sommaren 2021!,Sjuksköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Sjuksköterska, grundutbildad",Sjuksköterska välkomnas till neonatalavdelningen sommaren 2021!,Region Jämtland Härjedalen
24440467,Vi söker två sjuksköterskor till Funäsdalens & Svegs Hälsocentraler,Sjuksköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Sjuksköterska, grundutbildad",Vi söker två sjuksköterskor till Funäsdalens & Svegs Hälsocentraler,"Region Jämtland Härjedalen, VO Härjedalen"
24439931,Sjuksköterskor välkomnas till kirurgienheten,Sjuksköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Sjuksköterska, grundutbildad",Sjuksköterskor välkomnas till kirurgienheten,"Region Jämtland Härjedalen, Område Kirurgi"
24432959,Sjuksköterska till hud- och STI-mottagningen Östersunds sjukhus,Sjuksköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Sjuksköterska, grundutbildad",Sjuksköterska till hud- och STI-mottagningen Östersunds sjukhus,"Region Jämtland Härjedalen, Hud"
24428655,Sjuksköterska till Infektionsavdelningen,Sjuksköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Sjuksköterska, grundutbildad",Sjuksköterska till Infektionsavdelningen,"Region Jämtland Härjedalen, Infektion"
24437683,Vi välkomnar sjuksköterskor till akutmottagningen!,Sjuksköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Sjuksköterska, grundutbildad",Vi välkomnar sjuksköterskor till akutmottagningen!,Område Akutvård
24420006,Vi välkomnar sjuksköterskor till akutmottagningen sommaren 2021!,Sjuksköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Sjuksköterska, grundutbildad",Vi välkomnar sjuksköterskor till akutmottagningen sommaren 2021!,Område Akutvård
24410337,"Sjuksköterskor till Ortopedavdelningen, Östersunds sjukhus",Sjuksköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Sjuksköterska, grundutbildad","Sjuksköterskor till Ortopedavdelningen, Östersunds sjukhus",Område Ortopedi
24327554,Vi välkomnar vikarier till ambulanssjukvården sommaren 2021!,Sjuksköterska Västernorrland Jämtland,REGION JÄMTLAND HÄRJEDALEN,"Sjuksköterska, grundutbildad",Vi välkomnar vikarier till ambulanssjukvården sommaren 2021!,Område Akutvård
24425417,Sjuksköterskor,Sjuksköterska Västernorrland Jämtland,Bräcke kommun,"Sjuksköterska, grundutbildad",Sjuksköterskor,"Bräcke kommun, Vård- och omsorgsavdelningen"
24447876,"Sjuksköterska till LARO-mottagningen, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska till LARO-mottagningen, Sundsvall",Region Västernorrland
24444453,Sjuksköterska till infektionskliniken i Sundsvall,Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad",Sjuksköterska till infektionskliniken i Sundsvall,Region Västernorrland
24442775,"Sjuksköterska för Sommarvikariat till Akutmottagningen, Sollefteå",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska för Sommarvikariat till Akutmottagningen, Sollefteå",Region Västernorrland
24439251,"Sjuksköterska för sommarvikariat till Medicin Avd 2, Örnsköldsvik",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska för sommarvikariat till Medicin Avd 2, Örnsköldsvik",Region Västernorrland
24438171,"Sjuksköterska, inriktning reumatologi, Specialistmottagningen, Sollefteå",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska, inriktning reumatologi, Specialistmottagningen, Sollefteå",Region Västernorrland
24438118,"Sjuksköterska till Akutmottagningen, Sollefteå",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska till Akutmottagningen, Sollefteå",Region Västernorrland
24438099,"Sjuksköterska till Akutmottagningen, Sollefteå",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska till Akutmottagningen, Sollefteå",Region Västernorrland
24434547,"Sjuksköterska Specialist Psykiatriskt Omvårdnads Team, Örnsköldsvik",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, psykiatrisk vård","Sjuksköterska Specialist Psykiatriskt Omvårdnads Team, Örnsköldsvik",Region Västernorrland
24434395,"Sjuksköterska till Dialysmottagningen, Örnsköldsvik",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska till Dialysmottagningen, Örnsköldsvik",Region Västernorrland
24430100,"Sjuksköterska till kirurgisk vårdavdelning 15B, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska till kirurgisk vårdavdelning 15B, Sundsvall",Region Västernorrland
24429979,"Sjuksköterska till Akutmottagningen, Örnsköldsvik",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska till Akutmottagningen, Örnsköldsvik",Region Västernorrland
24427406,"Sjuksköterska till strokeavdelning 25, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska till strokeavdelning 25, Sundsvall",Region Västernorrland
24426579,"Sjuksköterska/barnsjuksköterska/IVA-sjuksköterska till SSIH barn, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska/barnsjuksköterska/IVA-sjuksköterska till SSIH barn, Sundsvall",Region Västernorrland
24425587,"Sjuksköterskor sommarvikariat till Kirurgavdelning 15A, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterskor sommarvikariat till Kirurgavdelning 15A, Sundsvall",Region Västernorrland
24420224,"Sjuksköterska till Onkologi avd 13, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska till Onkologi avd 13, Sundsvall",Region Västernorrland
24423469,"Sjuksköterska till Länsverksamhet Psykiatri avd 51, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska till Länsverksamhet Psykiatri avd 51, Sundsvall",Region Västernorrland
24422193,"Barnsjuksköterska/Sjuksköterska till Barnmottagningen, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Barnsjuksköterska/Sjuksköterska till Barnmottagningen, Sundsvall",Region Västernorrland
24417547,"Sjuksköterska till Kirurgmottagningen, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska till Kirurgmottagningen, Sundsvall",Region Västernorrland
24417435,"Sjuksköterska sommarvikariat Kardiologen avd 16 och GNR avd 17, Sollefteå",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska sommarvikariat Kardiologen avd 16 och GNR avd 17, Sollefteå",Region Västernorrland
24416074,"Sjuksköterskor sommarvikariat till Akutmottagningen, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterskor sommarvikariat till Akutmottagningen, Sundsvall",Region Västernorrland
24415051,Sjuksköterska till Lungavdelningen Sundsvall,Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad",Sjuksköterska till Lungavdelningen Sundsvall,Region Västernorrland
24414733,"Sjuksköterska Sommarvikariat Rättspsykiatriska Regionkliniken, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska Sommarvikariat Rättspsykiatriska Regionkliniken, Sundsvall",Region Västernorrland
24413294,"Sjuksköterska till Psykiatrisk mottagning, Örnsköldsvik",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, psykiatrisk vård","Sjuksköterska till Psykiatrisk mottagning, Örnsköldsvik",Region Västernorrland
24412536,"Sjuksköterska för sommarvikariat till Kardiologen Avd 1, Örnsköldsvik",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska för sommarvikariat till Kardiologen Avd 1, Örnsköldsvik",Region Västernorrland
24412247,"Sjuksköterska, sommarvikariat, Ortopeden avd 14, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska, sommarvikariat, Ortopeden avd 14, Sundsvall",Region Västernorrland
24412222,"Sjuksköterska, sommarvikariat, Kirurgens akutvårdsavdelning KAVA, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska, sommarvikariat, Kirurgens akutvårdsavdelning KAVA, Sundsvall",Region Västernorrland
24409631,"Sjuksköterska till  Hematologi avd 2, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska till  Hematologi avd 2, Sundsvall",Region Västernorrland
24398121,"Sjuksköterskor till Kirurgavdelning 15A, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterskor till Kirurgavdelning 15A, Sundsvall",Region Västernorrland
24396462,"Sjuksköterska till Kardiologen Avd 1, Örnsköldsvik",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterska till Kardiologen Avd 1, Örnsköldsvik",Region Västernorrland
24368686,Intresseanmälan under Covid-19 för tillfälligt arbete som sjuksköterska,Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad",Intresseanmälan under Covid-19 för tillfälligt arbete som sjuksköterska,Region Västernorrland
24368676,Intresseanmälan under Covid-19 för tillfälligt arbete som sjuksköterska,Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad",Intresseanmälan under Covid-19 för tillfälligt arbete som sjuksköterska,Region Västernorrland
24368661,Intresseanmälan under Covid-19 för tillfälligt arbete som sjuksköterska,Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad",Intresseanmälan under Covid-19 för tillfälligt arbete som sjuksköterska,Region Västernorrland
24325268,"Sjuksköterskor till Medicinavdelning 24, Sundsvall",Sjuksköterska Västernorrland Jämtland,REGION VÄSTERNORRLAND,"Sjuksköterska, grundutbildad","Sjuksköterskor till Medicinavdelning 24, Sundsvall",Region Västernorrland
24452947,Almia söker operationssjuksköterska till Östersund under vintern,Sjuksköterska Västernorrland Jämtland,Almia AB,"Sjuksköterska, grundutbildad",Almia söker operationssjuksköterska till Östersund under vintern,Almia Bemanning
24452184,Sjuksköterska och Specialistsjuksköterska,Sjuksköterska Västernorrland Jämtland,Omsorg & Behandling 1 AB,"Sjuksköterska, grundutbildad",Sjuksköterska och Specialistsjuksköterska,OMSORG & BEHANDLING
24452181,Sjuksköterska och Specialistsjuksköterska,Sjuksköterska Västernorrland Jämtland,Omsorg & Behandling 1 AB,"Sjuksköterska, grundutbildad",Sjuksköterska och Specialistsjuksköterska,OMSORG & BEHANDLING
24452177,Sjuksköterska och Specialistsjuksköterska,Sjuksköterska Västernorrland Jämtland,Omsorg & Behandling 1 AB,"Sjuksköterska, grundutbildad",Sjuksköterska och Specialistsjuksköterska,OMSORG & BEHANDLING
24452173,Sjuksköterska och Specialistsjuksköterska,Sjuksköterska Västernorrland Jämtland,Omsorg & Behandling 1 AB,"Sjuksköterska, grundutbildad",Sjuksköterska och Specialistsjuksköterska,OMSORG & BEHANDLING
24452168,Sjuksköterska och Specialistsjuksköterska,Sjuksköterska Västernorrland Jämtland,Omsorg & Behandling 1 AB,"Sjuksköterska, grundutbildad",Sjuksköterska och Specialistsjuksköterska,OMSORG & BEHANDLING
24452147,Sjuksköterska och Specialistsjuksköterska,Sjuksköterska Västernorrland Jämtland,Omsorg & Behandling 1 AB,"Sjuksköterska, grundutbildad",Sjuksköterska och Specialistsjuksköterska,OMSORG & BEHANDLING
24438131,Operationssjuksköterska till konsultuppdrag,Sjuksköterska Västernorrland Jämtland,Palmelind Konsult AB,"Sjuksköterska, grundutbildad",Operationssjuksköterska till konsultuppdrag,Magnifiq Kompetens
24437534,Sveriges bästa sjuksköterska sökes,Sjuksköterska Västernorrland Jämtland,Palmelind Konsult AB,"Sjuksköterska, grundutbildad",Sveriges bästa sjuksköterska sökes,Magnifiq Kompetens
24437524,Sjuksköterska till Kirurgisk vårdavdelning,Sjuksköterska Västernorrland Jämtland,Palmelind Konsult AB,"Sjuksköterska, grundutbildad",Sjuksköterska till Kirurgisk vårdavdelning,Magnifiq Kompetens
24436861,Sjuksköterska till medicinavdelning,Sjuksköterska Västernorrland Jämtland,Palmelind Konsult AB,"Sjuksköterska, grundutbildad",Sjuksköterska till medicinavdelning,Magnifiq Kompetens
24435724,Sjuksköterska till Strokeavdelning,Sjuksköterska Västernorrland Jämtland,Palmelind Konsult AB,"Sjuksköterska, grundutbildad",Sjuksköterska till Strokeavdelning,Magnifiq Kompetens
24435552,AnnSam en Sjuksköterska! Uppdrag inom Äldrevård i Hammerdal.,Sjuksköterska Västernorrland Jämtland,Annsam AB,"Sjuksköterska, grundutbildad",AnnSam en Sjuksköterska! Uppdrag inom Äldrevård i Hammerdal.,AnnSam - Hammerdal
24435515,AnnSam en Sjuksköterska! Uppdrag inom Äldrevård i Hammerdal.,Sjuksköterska Västernorrland Jämtland,Annsam AB,"Sjuksköterska, grundutbildad",AnnSam en Sjuksköterska! Uppdrag inom Äldrevård i Hammerdal.,AnnSam - Östersund
24427700,Sveriges bästa sjuksköterska sökes,Sjuksköterska Västernorrland Jämtland,Palmelind Konsult AB,"Sjuksköterska, grundutbildad",Sveriges bästa sjuksköterska sökes,Magnifiq Kompetens
24415142,Te Crea Care söker sjuksköterskor till kommun,Sjuksköterska Västernorrland Jämtland,Te Crea Care AB,"Sjuksköterska, grundutbildad",Te Crea Care söker sjuksköterskor till kommun,Te Crea Care AB 
24415134,Te Crea Care söker sjuksköterskor till kommun,Sjuksköterska Västernorrland Jämtland,Te Crea Care AB,"Sjuksköterska, grundutbildad",Te Crea Care söker sjuksköterskor till kommun,Te Crea Care AB 
24411231,Sjuksköterska sökes för bemanningsuppdrag 2021 ,Sjuksköterska Västernorrland Jämtland,Viva Bemanning AB,"Sjuksköterska, grundutbildad",Sjuksköterska sökes för bemanningsuppdrag 2021 ,Viva Bemanning - Östersund
24406862,Intresseanmälan för timvikariat som sjuksköterska och distriktssköterska ,Sjuksköterska Västernorrland Jämtland,Bergs kommun,"Sjuksköterska, grundutbildad",Intresseanmälan för timvikariat som sjuksköterska och distriktssköterska ,Bergs kommun
24406191,"Sjuksköterska till blod, mage, njuravdelning i Östersund",Sjuksköterska Västernorrland Jämtland,Centric Care AB,"Sjuksköterska, grundutbildad","Sjuksköterska till blod, mage, njuravdelning i Östersund",Centric Care AB
24403932,AnnSam söker Sjuksköterska! Uppdrag inom Hemsjukvården i Ragunda.,Sjuksköterska Västernorrland Jämtland,Annsam AB,"Sjuksköterska, grundutbildad",AnnSam söker Sjuksköterska! Uppdrag inom Hemsjukvården i Ragunda.,AnnSam - Ragunda
24367229,Sjuksköterska till bemanningsuppdrag inom kommunal sjukvård i Östersund,Sjuksköterska Västernorrland Jämtland,Bonliva AB,"Sjuksköterska, grundutbildad",Sjuksköterska till bemanningsuppdrag inom kommunal sjukvård i Östersund,BONLIVA AB
24433581,Leg. sjuksköterskor till kommunal hälso- och sjukvård i Härnösands kommun,Sjuksköterska Västernorrland Jämtland,AdatoCare AB,"Sjuksköterska, grundutbildad",Leg. sjuksköterskor till kommunal hälso- och sjukvård i Härnösands kommun,AdatoCare AB
24423863,Sjuksköterskor till härliga Norrland 2021,Sjuksköterska Västernorrland Jämtland,Dedicare AB (publ),"Sjuksköterska, grundutbildad",Sjuksköterskor till härliga Norrland 2021,Dedicare AB (publ)
24453912,Sjuksköterskor till Sundsvall - akut behov,Sjuksköterska Västernorrland Jämtland,Palmelind Konsult AB,"Sjuksköterska, grundutbildad",Sjuksköterskor till Sundsvall - akut behov,Magnifiq Kompetens
24453897,Sjuksköterskor till Sundsvall - akut behov,Sjuksköterska Västernorrland Jämtland,Palmelind Konsult AB,"Sjuksköterska, grundutbildad",Sjuksköterskor till Sundsvall - akut behov,Magnifiq Kompetens
24453827,Sjuksköterska till Sundsvall Boende HSV jan och febr,Sjuksköterska Västernorrland Jämtland,Centric Care AB,"Sjuksköterska, grundutbildad",Sjuksköterska till Sundsvall Boende HSV jan och febr,Centric care AB
24453477,Sjuksköterskor till sökes Sundsvalls kommun ,Sjuksköterska Västernorrland Jämtland,Ofelia Vård AB,"Sjuksköterska, grundutbildad",Sjuksköterskor till sökes Sundsvalls kommun ,Ofelia Vård AB
24453435,Sjuksköterska till hemsjukvården!,Sjuksköterska Västernorrland Jämtland,Dedicare AB (publ),"Sjuksköterska, grundutbildad",Sjuksköterska till hemsjukvården!,Dedicare AB (publ)
24451912,Sjuksköterska och Specialistsjuksköterska,Sjuksköterska Västernorrland Jämtland,Omsorg & Behandling 1 AB,"Sjuksköterska, grundutbildad",Sjuksköterska och Specialistsjuksköterska,OMSORG & BEHANDLING
24451903,Sjuksköterska och Specialistsjuksköterska,Sjuksköterska Västernorrland Jämtland,Omsorg & Behandling 1 AB,"Sjuksköterska, grundutbildad",Sjuksköterska och Specialistsjuksköterska,OMSORG & BEHANDLING
24451895,Sjuksköterska och Specialistsjuksköterska,Sjuksköterska Västernorrland Jämtland,Omsorg & Behandling 1 AB,"Sjuksköterska, grundutbildad",Sjuksköterska och Specialistsjuksköterska,OMSORG & BEHANDLING
24451890,Sjuksköterska och Specialistsjuksköterska,Sjuksköterska Västernorrland Jämtland,Omsorg & Behandling 1 AB,"Sjuksköterska, grundutbildad",Sjuksköterska och Specialistsjuksköterska,OMSORG & BEHANDLING
24451885,Sjuksköterska och Specialistsjuksköterska,Sjuksköterska Västernorrland Jämtland,Omsorg & Behandling 1 AB,"Sjuksköterska, grundutbildad",Sjuksköterska och Specialistsjuksköterska,OMSORG & BEHANDLING
24451877,Sjuksköterska och Specialistsjuksköterska,Sjuksköterska Västernorrland Jämtland,Omsorg & Behandling 1 AB,"Sjuksköterska, grundutbildad",Sjuksköterska och Specialistsjuksköterska,OMSORG & BEHANDLING
24451871,Sjuksköterska och Specialistsjuksköterska,Sjuksköterska Västernorrland Jämtland,Omsorg & Behandling 1 AB,"Sjuksköterska, grundutbildad",Sjuksköterska och Specialistsjuksköterska,OMSORG & BEHANDLING
24437834,Sjuksköterskor Natt Härnösands Kommun,Sjuksköterska Västernorrland Jämtland,Härnösands kommun,"Sjuksköterska, grundutbildad",Sjuksköterskor Natt Härnösands Kommun,Härnösands Kommun
24437300,Sjuksköterska till hemsjukvården,Sjuksköterska Västernorrland Jämtland,Dedicare AB (publ),"Sjuksköterska, grundutbildad",Sjuksköterska till hemsjukvården,Dedicare AB (publ)
24435636,Sjuksköterska sökes förr kommunuppdrag,Sjuksköterska Västernorrland Jämtland,Dedicare AB (publ),"Sjuksköterska, grundutbildad",Sjuksköterska sökes förr kommunuppdrag,Dedicare AB (publ)
24434725,Sjuksköterska sökes till  akutmotttagning Sundsvalls sjuhus,Sjuksköterska Västernorrland Jämtland,Prime Care & Professional AB,"Sjuksköterska, grundutbildad",Sjuksköterska sökes till  akutmotttagning Sundsvalls sjuhus,Prime Care AB
24433351,Söker dig som vill jobba i Sundsvall inom kommunen,Sjuksköterska Västernorrland Jämtland,Dedicare AB (publ),"Sjuksköterska, grundutbildad",Söker dig som vill jobba i Sundsvall inom kommunen,Dedicare AB (publ)
24431167,Sjuksköterska till Kardiologavdelning i Sundsvall,Sjuksköterska Västernorrland Jämtland,Ofelia Vård AB,"Sjuksköterska, grundutbildad",Sjuksköterska till Kardiologavdelning i Sundsvall,Ofelia Vård AB
24422509,AnnSam söker Sjuksköterskor! Välbetalda uppdrag i Gävle och Hudiksvall!,Sjuksköterska Västernorrland Jämtland,Annsam AB,"Sjuksköterska, grundutbildad",AnnSam söker Sjuksköterskor! Välbetalda uppdrag i Gävle och Hudiksvall!,AnnSam - Sundsvall
24423774,Sjuksköterska sökes till kirurgen Örnsköldsvik,Sjuksköterska Västernorrland Jämtland,Prime Care & Professional AB,"Sjuksköterska, medicin och kirurgi",Sjuksköterska sökes till kirurgen Örnsköldsvik,Prime Care AB
24421299,Sjuksköterska till våra vaccinationsbussar - Sundsvall,Sjuksköterska Västernorrland Jämtland,Stockholm Medical Office Nfl AB,"Sjuksköterska, grundutbildad",Sjuksköterska till våra vaccinationsbussar - Sundsvall,Medical Vaccin Sverige AB
24417584,"Leg, Sjuksköterska till Härnösands omgående",Sjuksköterska Västernorrland Jämtland,AB Vårdlänken Bemanning & Rekrytering,"Sjuksköterska, grundutbildad","Leg, Sjuksköterska till Härnösands omgående",AB Vårdlänken Bemanning & Rekrytering 
24414970,Klara söker sjuksköterskor till vårdavdelning i Sundsvall,Sjuksköterska Västernorrland Jämtland,Klara D AB,"Sjuksköterska, grundutbildad",Klara söker sjuksköterskor till vårdavdelning i Sundsvall,Klara D AB
24414952,Klara söker sjuksköterskor till vårdavdelning i Sundsvall,Sjuksköterska Västernorrland Jämtland,Klara D AB,"Sjuksköterska, grundutbildad",Klara söker sjuksköterskor till vårdavdelning i Sundsvall,Klara D AB
24411293,Sjuksköterska sökes för bemanningsuppdrag 2021 ,Sjuksköterska Västernorrland Jämtland,Viva Bemanning AB,"Sjuksköterska, grundutbildad",Sjuksköterska sökes för bemanningsuppdrag 2021 ,Viva Bemanning - Härnösand
24411263,Sjuksköterska sökes för bemanningsuppdrag 2021 ,Sjuksköterska Västernorrland Jämtland,Viva Bemanning AB,"Sjuksköterska, grundutbildad",Sjuksköterska sökes för bemanningsuppdrag 2021 ,Viva Bemanning - Sollefteå
24411259,Sjuksköterska sökes för bemanningsuppdrag 2021 ,Sjuksköterska Västernorrland Jämtland,Viva Bemanning AB,"Sjuksköterska, grundutbildad",Sjuksköterska sökes för bemanningsuppdrag 2021 ,Viva Bemanning - Sundsvall
24411254,Sjuksköterska sökes för bemanningsuppdrag 2021 ,Sjuksköterska Västernorrland Jämtland,Viva Bemanning AB,"Sjuksköterska, grundutbildad",Sjuksköterska sökes för bemanningsuppdrag 2021 ,Viva Bemanning - Timrå
24411232,Sjuksköterska sökes för bemanningsuppdrag 2021 ,Sjuksköterska Västernorrland Jämtland,Viva Bemanning AB,"Sjuksköterska, grundutbildad",Sjuksköterska sökes för bemanningsuppdrag 2021 ,Viva Bemanning - Örnsköldsvik
24405864,Sjuksyrra AB söker en kompetent och driven leg. sjuksköterska till kirur...,Sjuksköterska Västernorrland Jämtland,Sjuksyrra SWE AB,"Sjuksköterska, medicin och kirurgi",Sjuksyrra AB söker en kompetent och driven leg. sjuksköterska till kirur...,Sjuksyrra AB
24404012,Sjuksköterska till kirurgavdelning i Örnsköldsvik!,Sjuksköterska Västernorrland Jämtland,Centric Care AB,"Sjuksköterska, medicin och kirurgi",Sjuksköterska till kirurgavdelning i Örnsköldsvik!,Centric Care AB
24403414,Erfaren operatör ,Operatör Västernorrland Jämtland,Norrlands Trä AB,"Maskinoperatör, ytbehandling, trä",Erfaren operatör ,NORRLANDS TRÄ AKTIEBOLAG
24431750,LASTBILSFÖRARE,Lastbilsförare Västernorrland Jämtland,Altins Trafik AB,Bygg- och anläggningsförare,LASTBILSFÖRARE,Altins Trafik AB
24441025,Bilbärgare BE/C Kort,Lastbilsförare Västernorrland Jämtland,Sundsvalls Bildemontering AB,Bilbärgare,Bilbärgare BE/C Kort,Sundsvalls Bildemontering AB
24247463,Säljande distributör - vikarie till Östersund !,Lastbilsförare Västernorrland Jämtland,Pågen AB,Distributionsförare,Säljande distributör - vikarie till Östersund !,Pågen AB
24451255,Social distributör C-kort YKB Pågen Örnsköldsvik - långtidsvikariat,Lastbilsförare Västernorrland Jämtland,Pågen AB,Distributionsförare,Social distributör C-kort YKB Pågen Örnsköldsvik - långtidsvikariat,Pågen AB
24446552,C/CE Chaufför sökes ,Lastbilsförare Västernorrland Jämtland,Uniflex Sverige AB,Distributionsförare,C/CE Chaufför sökes ,Uniflex Sverige AB
24420801,"Utlastare / Chaufför natt CE-kort, Sundsvall",Lastbilsförare Västernorrland Jämtland,Kyl och Frysexpressen Nord AB,Distributionsförare,"Utlastare / Chaufför natt CE-kort, Sundsvall",Birstaterminalen
24415952,CE-chaufförer sökes för start omgående!,Lastbilsförare Västernorrland Jämtland,Nordic BR Norr AB,Distributionsförare,CE-chaufförer sökes för start omgående!,Nordic Bemanning & Rekrytering Norr AB
24453161,Städjobb i Åre - hög lön. ,Städare Västernorrland Jämtland,"Wiklund, David",Städare/Lokalvårdare,Städjobb i Åre - hög lön. ,Wiklund David
24387312,Lokalvårdare,Städare Västernorrland Jämtland,Veterankraft AB,Städare/Lokalvårdare,Lokalvårdare,Veterankraft AB
24342137,Hemstäd,Städare Västernorrland Jämtland,Veterankraft AB,Städare/Lokalvårdare,Hemstäd,Veterankraft AB
24419642,Kockbiträde,Kock Västernorrland Jämtland,Östersunds kommun,"Kock, storhushåll",Kockbiträde,Östersunds kommun
24377243,KOCK sökes till indisk restaurang Tripti #jobbjustnu,Kock Västernorrland Jämtland,Tripti AB,"Kock, à la carte",KOCK sökes till indisk restaurang Tripti #jobbjustnu,Tripti AB
24345603,Matlagningsglad till STF Storliens Fjällgård,Kock Västernorrland Jämtland,Storlienservice AB,"Kock, à la carte",Matlagningsglad till STF Storliens Fjällgård,STF Storliens Fjällgård
24276221,Hamrestugan Duved/Åre söker förstärkning till köket inför vintern,Kock Västernorrland Jämtland,WMM Gastronomi AB,"Kock, à la carte",Hamrestugan Duved/Åre söker förstärkning till köket inför vintern,Hamrestugan Burgers & Beer
24202055,Kock,Kock Västernorrland Jämtland,Bishop Scandinavia AB,"Kock, à la carte",Kock,The Bishops Arms
24424210,Kock till Kostenheten,Kock Västernorrland Jämtland,Härnösands kommun,"Kock, storhushåll",Kock till Kostenheten,Härnösands Kommun
24383477,Erfaren kock till nya italienaren Basta på Stora Torget i Sundsvall,Kock Västernorrland Jämtland,Restaurang Basta Falun AB,"Kock, à la carte",Erfaren kock till nya italienaren Basta på Stora Torget i Sundsvall,Basta
